,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant
719,FALSE,mp-1201659,MgH20C4(N5O6)2,Monoclinic,P2_1/c,14,94,0.130025694,-0.935624269,FALSE,953.952407,1.478080224,3.4129,TRUE,FALSE,NM,0.0438505,,,,,,,,,,,,,,,
720,TRUE,mp-1181934,MgH16C4S4N2(O4F3)4,Monoclinic,P2_1/c,14,110,0.532774115,-1.169649812,FALSE,1774.673757,1.363706605,1.5647,TRUE,FALSE,FM,7.9999989,,,,,,,,,,,,,,,
721,TRUE,mp-1235008,MgZnH20PtC4(NO3)4,Orthorhombic,Immm,71,43,0.208489866,-0.974556994,FALSE,487.8760076,2.04563423,0.5717,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
722,FALSE,mp-1194681,MgH8C4(NO3)2,Monoclinic,P2_1/c,14,84,0.10363613,-1.11974046,FALSE,950.5497714,1.42843338,4.7958,TRUE,FALSE,NM,0.000987,,,,,,,,,,,,,,,
723,TRUE,mp-1233282,MgZnH20PtC4(NO3)4,Orthorhombic,Imm2,44,43,0.125042987,-1.058003873,FALSE,443.146819,2.25211108,1.2155,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
724,FALSE,mp-698365,MgH10C4(N2O3)2,Monoclinic,C2/c,15,200,0.052229783,-1.048436457,FALSE,1935.995178,1.608739744,4.6362,FALSE,FALSE,NM,0.0148186,,,,,,,,,,,,,,,
725,FALSE,mp-1201360,Ba4MgC4(N4F)2,Monoclinic,P2_1/c,14,38,0.006833142,-1.431987543,FALSE,593.3731459,4.319198847,3.7144,TRUE,FALSE,NM,0.0004262,,,,,,,,,,,,,,,
726,FALSE,mp-560827,MgH8C4(N3O2)2,Monoclinic,P2_1/c,14,46,0.163938641,-0.751988606,FALSE,534.4369389,1.419620018,4.7911,FALSE,FALSE,NM,0.0062866,,,,,,,,,,,,,,,
727,FALSE,mp-703426,MgH20C4Br2(N4O3)2,Monoclinic,P2_1/c,14,82,0.687346097,-0.231601349,FALSE,1187.085848,1.287949654,1.5996,FALSE,FALSE,FM,4.0001101,,,,,,,,,,,,,,,
728,FALSE,mp-7331,Cs2MgFe(CN)6,Cubic,Fm-3m,225,16,0,-0.459107032,TRUE,287.3367386,2.901470431,4.1775,FALSE,FALSE,NM,0.0002744,,,,,,,,,,,,,,,
729,FALSE,mp-707907,MgH24C6N12(ClO6)2,Monoclinic,P2_1/c,14,114,0.240371627,-0.769804258,FALSE,1141.590487,1.604519309,5.1989,FALSE,FALSE,NM,0.0008842,,,,,,,,,,,,,,,
730,TRUE,mp-1210735,MgH8C6S2(NO4)2,Triclinic,P-1,2,27,0.112980718,-1.081338688,FALSE,297.5556796,1.811302535,2.7395,FALSE,FALSE,NM,0.0015387,,,,,,,,,,,,,,,
731,FALSE,mp-555524,Na4MgC6(SN)6,Trigonal,P-31c,163,46,0.029589543,-0.553076499,FALSE,933.1362326,1.654098471,4.1635,FALSE,FALSE,NM,0.0002694,,,,,,,,,,,,,,,
732,FALSE,mp-1200331,MgB2H4C8(N4O)2,Tetragonal,I-42d,122,50,0.395655036,-0.359469145,FALSE,732.9185329,1.314517184,5.3302,TRUE,FALSE,NM,0.0005516,,,,,,,,,,,,,,,
733,TRUE,mp-1246252,Mg(C4N3)2,Orthorhombic,Pmna,53,30,0.272139169,0.061835443,FALSE,434.1099777,1.563960043,2.9284,TRUE,FALSE,NM,0.0003348,,,,,,,,,,,,,,,
734,TRUE,mp-1246239,Mg(C4N3)2,Trigonal,P31m,157,45,0.274734898,0.064431171,FALSE,828.7708699,1.228802829,3.5061,TRUE,FALSE,NM,0.0019756,,,,,,,,,,,,,,,
735,FALSE,mp-605684,Mg3H13C9NO13,Monoclinic,P2_1/c,14,156,0.134224116,-1.265101179,FALSE,1737.379475,1.590838617,4.0947,TRUE,FALSE,NM,0.0007377,,,,,,,,,,,,,,,
736,FALSE,mp-707720,MgH40C10Br2(N2O)10,Monoclinic,P2_1/c,14,166,0.000938481,-0.764458762,FALSE,1706.250103,1.527288269,4.8406,FALSE,FALSE,NM,0.0018186,,,,,,,,,,,,,,,
737,FALSE,mp-1199718,Mg6H12C14NO24,Orthorhombic,Pbcn,60,228,0.244248135,-1.452756474,FALSE,3626.297267,1.326247776,0.4621,FALSE,FALSE,FM,4.0000001,,,,,,,,,,,,,,,
738,FALSE,mp-1199767,MgB2H42C26(N7O3)2,Triclinic,P-1,2,91,0.282999539,-0.273368115,FALSE,1170.958297,0.982218852,4.6877,FALSE,FALSE,NM,0.3197701,,,,,,,,,,,,,,,
739,TRUE,mp-1214049,Ca3BCBr2N,Orthorhombic,Pnma,62,32,0,-1.40313929,TRUE,652.9338947,3.223454518,2.2271,TRUE,FALSE,NM,0.0003118,,,,,,,,,,,,,,,
740,FALSE,mp-696020,CaRe2H6C(NO5)2,Triclinic,P-1,2,44,0.031872704,-1.677390045,FALSE,571.3772468,3.595310447,3.3871,FALSE,FALSE,NM,0.0042436,,,,,,,,,,,,,,,
741,FALSE,mp-4124,CaCN2,Trigonal,R-3m,166,4,0,-1.071166184,TRUE,58.33396812,2.280192325,3.5774,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
742,FALSE,mp-5251,Ca4CN4,Orthorhombic,Pnma,62,36,0,-1.009819234,TRUE,566.5724916,2.677032656,1.7907,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
743,TRUE,mp-1208816,Sr3CaCN4,Orthorhombic,Pnma,62,36,0,-0.900428581,TRUE,662.9139669,3.717039261,1.4804,TRUE,FALSE,NM,0.0029633,,,,,,,,,,,,,,,
744,TRUE,mp-1245373,Ca7CN6,Orthorhombic,Pbcn,60,56,0.210692522,-0.771577466,FALSE,824.0227888,3.035614419,1.206,TRUE,FALSE,NM,0.000834,,,,,,,,,,,,,,,
745,FALSE,mp-649453,Ca3BCNCl2,Orthorhombic,Pnma,62,32,0,-1.552095291,TRUE,601.6283275,2.516839163,2.1079,TRUE,FALSE,NM,0.0069101,,,,,,,,,,,,,,,
746,TRUE,mp-1247395,Ca5(CN3)2,Monoclinic,C2/c,15,26,0.359406508,-0.669288711,FALSE,329.1465868,3.112266403,1.335,FALSE,FALSE,NM,0.0001504,,,,,,,,,,,,,,,
747,FALSE,mp-1200920,CaC2(NO)2,Trigonal,R3c,161,42,0,-1.533682891,TRUE,472.2913245,2.618199612,3.8085,FALSE,FALSE,NM,0.0014577,,,,,,,,,,,,,,,
748,FALSE,mp-11009,CaC2(SN)2,Monoclinic,C2/c,15,14,0.092108805,-0.655288156,FALSE,253.4968801,2.04694648,3.4012,FALSE,FALSE,NM,0.0001242,,,,,,,,,,,,,,,
749,FALSE,mp-1201531,CaH8C2N4O5,Triclinic,P-1,2,40,0.101805479,-1.108387133,FALSE,379.1789937,1.823424754,4.982,FALSE,FALSE,NM,0.0015185,,,,,,,,,,,,,,,
750,FALSE,mp-4800,Ca11(CN5)2,Tetragonal,P4_2/mnm,136,46,0.003887778,-0.989162351,FALSE,767.172019,2.618805445,0.776,TRUE,FALSE,NM,0.0027202,,,,,,,,,,,,,,,
751,FALSE,mp-1194924,CaH12C2N7ClO6,Monoclinic,P2_1/c,14,116,0.174787686,-0.910842387,FALSE,1274.500829,1.593131376,3.1666,FALSE,FALSE,NM,0.0963895,,,,,,,,,,,,,,,
752,FALSE,mp-720384,CaH6C2(NO)4,Monoclinic,P2_1/c,14,68,0.102402528,-1.086401373,FALSE,699.545587,1.805669917,4.3104,FALSE,FALSE,NM,0.0026953,,,,,,,,,,,,,,,
753,TRUE,mp-1214267,CaH16C4(N7O2)2,Monoclinic,C2/c,15,78,0.011567283,-0.674071862,FALSE,845.2304987,1.431561077,4.6188,TRUE,FALSE,NM,0.0020368,,,,,,,,,,,,,,,
754,FALSE,mp-24272,CaH20C4S4(NO6)2,Triclinic,P-1,2,43,0.223714878,-0.978949652,FALSE,466.3225752,1.625724717,5.6987,FALSE,FALSE,NM,0.0015659,,,,,,,,,,,,,,,
755,TRUE,mp-735603,CaH16C4N8(ClO2)2,Monoclinic,P2_1/c,14,70,0.304577257,-0.593719391,FALSE,1048.126761,1.112822821,1.0128,FALSE,FALSE,FM,3.9998363,,,,,,,,,,,,,,,
756,FALSE,mp-540920,CaP2H20C4(N2O3)4,Monoclinic,P2_1/c,14,94,0.022963448,-1.22502861,FALSE,928.5828622,1.696240038,4.9845,FALSE,FALSE,NM,0.1791205,,,,,,,,,,,,,,,
757,FALSE,mp-29960,Ca(C2N3)2,Monoclinic,C2/c,15,22,0.125777139,-0.263737837,FALSE,315.141558,1.814296204,4.2353,FALSE,FALSE,NM,0.0000107,,,,,,,,,,,,,,,
758,FALSE,mp-721699,CaH16C4(NO)10,Monoclinic,P2_1/c,14,82,0.151837268,-0.911899492,FALSE,847.4588813,1.584432327,3.3534,TRUE,FALSE,NM,0.0012411,,,,,,,,,,,,,,,
759,FALSE,mp-1182729,CaH16C4N8(ClO2)2,Monoclinic,P2_1/c,14,70,0.001864344,-0.896432304,FALSE,758.7003418,1.537338676,5.0849,FALSE,FALSE,NM,0.0010234,,,,,,,,,,,,,,,
760,FALSE,mp-1202419,CaRe2C5N10O13,Triclinic,P-1,2,62,0.618449685,-0.706614527,FALSE,1283.267057,2.123714086,0.1011,TRUE,FALSE,NM,0.0000593,,,,,,,,,,,,,,,
761,FALSE,mp-1195960,CaH24C6Br2(N2O)6,Monoclinic,P2_1/c,14,102,0,-0.825842891,TRUE,1029.508193,1.807199108,4.6316,TRUE,FALSE,NM,0,,,,,,,,,,,,,,,
762,FALSE,mp-1201374,Cs2CaAg2H4C6S6(N3O)2,Monoclinic,P2_1/c,14,58,0.113562399,-0.631359839,FALSE,1316.029312,2.28672401,3.2679,FALSE,FALSE,NM,0.2209889,,,,,,,,,,,,,,,
763,TRUE,mp-1214326,CaH8C6S2(NO4)2,Triclinic,P-1,2,54,0.127301785,-1.112483137,FALSE,624.9835998,1.808543583,2.5632,FALSE,FALSE,NM,0.000005,,,,,,,,,,,,,,,
764,TRUE,mp-1247296,CaC7N10,Monoclinic,Pc,7,36,0.343429254,0.105392324,FALSE,256.3993071,3.422376379,3.7029,FALSE,FALSE,NM,0.0015784,,,,,,,,,,,,,,,
765,FALSE,mp-1193904,Ca(C4N3)2,Orthorhombic,Pmna,53,30,0.259871783,-0.025772533,FALSE,517.1790191,1.414044263,3.0202,TRUE,FALSE,NM,0.002268,,,,,,,,,,,,,,,
766,TRUE,mp-1228969,Ba16Ca2HC12N25O4,Trigonal,R-3,148,60,0.018711946,-1.207929518,FALSE,1099.299884,4.284939629,1.9597,TRUE,FALSE,NM,0.0808716,,,,,,,,,,,,,,,
767,TRUE,mp-1246085,Sr(C4N3)2,Trigonal,P31m,157,45,0.250528139,-0.02598053,FALSE,766.4668553,1.740201906,3.3602,TRUE,FALSE,NM,0.002933,,,,,,,,,,,,,,,
768,TRUE,mp-1245820,SrC7N10,Monoclinic,Pc,7,36,0.346531887,0.116107996,FALSE,261.207481,3.963843704,3.818,FALSE,FALSE,NM,0.0020684,,,,,,,,,,,,,,,
769,FALSE,mp-9167,SrCN2,Orthorhombic,Pnma,62,16,0,-1.036907509,TRUE,267.7698957,3.166271012,3.6025,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
770,FALSE,mp-10927,SrC2(SN)2,Monoclinic,C2/c,15,14,0.040058405,-0.705528889,FALSE,280.670813,2.411313224,3.7878,FALSE,FALSE,NM,0.0000005,,,,,,,,,,,,,,,
771,TRUE,mp-1210354,SrC2S2N2O3,Monoclinic,P2_1/c,14,40,0.355690683,-1.079496018,FALSE,768.5637383,2.175983523,2.0221,FALSE,FALSE,NM,0.002613,,,,,,,,,,,,,,,
772,FALSE,mp-559027,SrH12C4S4(NO4)2,Monoclinic,P2_1/c,14,124,0.305074198,-0.870049635,FALSE,1441.430828,1.990791833,5.7077,TRUE,FALSE,NM,0,,,,,,,,,,,,,,,
773,FALSE,mp-707312,SrH6C2S2N2O3,Monoclinic,P2_1/c,14,64,0.111492756,-1.01741056,FALSE,921.8855055,1.857661706,4.2044,FALSE,FALSE,NM,0.0014619,,,,,,,,,,,,,,,
774,TRUE,mp-12317,SrCN2,Trigonal,R-3m,166,4,0.000506667,-1.036400842,FALSE,69.04523105,3.069842934,3.2056,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
775,TRUE,mp-1209405,SrH6C6S2N2O7,Monoclinic,P2_1/c,14,96,0.126993833,-1.106759635,FALSE,1271.63403,1.931956198,2.7544,FALSE,FALSE,NM,0.0004896,,,,,,,,,,,,,,,
776,FALSE,mp-555299,SrC4S4N2(O2F3)4,Monoclinic,P2/c,13,62,0.25051895,-1.71767864,FALSE,946.3936285,2.273649254,6.2402,FALSE,FALSE,NM,0.0007861,,,,,,,,,,,,,,,
777,FALSE,mp-572625,Cs3SrCu2C7(SN)7,Tetragonal,I-42m,121,54,0.057680084,-0.501847308,FALSE,1223.755506,2.768132034,2.8882,FALSE,FALSE,NM,0.0009366,,,,,,,,,,,,,,,
778,FALSE,mp-1202041,SrP3H10C3NO9,Monoclinic,P2_1/c,14,108,0.116133526,-1.454699479,FALSE,1114.642651,2.292153944,5.5533,FALSE,FALSE,NM,0.0003009,,,,,,,,,,,,,,,
779,FALSE,mp-29961,Sr(C2N3)2,Monoclinic,C2/c,15,22,0.089973638,-0.287083638,FALSE,342.4272616,2.130819917,4.6686,FALSE,FALSE,NM,0.0021213,,,,,,,,,,,,,,,
780,TRUE,mp-1246489,Sr(C4N3)2,Orthorhombic,Pmna,53,30,0.246812858,-0.029695811,FALSE,563.5819752,1.577773529,3.2435,FALSE,FALSE,NM,0.0044687,,,,,,,,,,,,,,,
781,FALSE,mp-745984,Sr2Re4H16C3(N2O7)3,Orthorhombic,Fdd2,43,104,0.018187249,-1.543930991,FALSE,1357.140178,3.407007506,3.2433,FALSE,FALSE,NM,0.0564455,,,,,,,,,,,,,,,
782,TRUE,mp-736225,Sr2Re4H16C3(N2O7)3,Triclinic,P1,1,104,0.021129638,-1.540988602,FALSE,1338.723953,3.45387618,3.2845,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
783,FALSE,mp-567655,Sr2C(NCl)2,Monoclinic,C2/m,12,7,0,-1.858098248,TRUE,152.0751188,3.124749364,4.202,FALSE,FALSE,NM,0.0010113,,,,,,,,,,,,,,,
784,FALSE,mp-569782,Sr2LiCBr3N2,Cubic,Fd-3m,227,36,0,-1.748164212,TRUE,804.2674649,3.814807504,3.9725,FALSE,FALSE,NM,0.0023796,,,,,,,,,,,,,,,
785,TRUE,mp-2239929,Sr2MgCuC(NO)2,Tetragonal,P4/mmm,123,9,0.788572641,-1.029970692,FALSE,150.6840034,3.692958179,0.2871,FALSE,FALSE,NM,0.0000527,,,,,,,,,,,,,,,
786,TRUE,mp-1247168,Sr3C3N5,Triclinic,P-1,2,22,0.390424329,-0.554420165,FALSE,330.8876138,3.702860705,1.8287,FALSE,FALSE,NM,0.0017508,,,,,,,,,,,,,,,
787,FALSE,mp-616577,Sr3BCNCl2,Orthorhombic,Pnma,62,32,0,-1.517763746,TRUE,707.7978447,3.477752772,1.8788,TRUE,FALSE,NM,0.0032131,,,,,,,,,,,,,,,
788,FALSE,mp-862670,Sr3Co(CN)3,Hexagonal,P6_3/m,176,20,0,-0.714832216,TRUE,357.4377997,3.715101758,1.1035,FALSE,FALSE,NM,0.0002884,,,,,,,,,,,,,,,
789,TRUE,mp-1208816,Sr3CaCN4,Orthorhombic,Pnma,62,36,0,-0.900428581,TRUE,662.9139669,3.717039261,1.4804,TRUE,FALSE,NM,0.0029633,,,,,,,,,,,,,,,
790,TRUE,mp-1218488,Sr3LaC2N4F5,Monoclinic,Cm,8,15,0.019858665,-2.589965534,FALSE,222.0916458,4.312671789,3.6896,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
791,TRUE,mp-1245714,Sr4C2N5,Monoclinic,P2_1/c,14,44,0.120153954,-0.815066461,FALSE,660.9738447,4.467151455,1.0197,FALSE,FALSE,NM,0.0011953,,,,,,,,,,,,,,,
792,FALSE,mp-567601,Sr4CN4,Orthorhombic,Pnma,62,36,0,-0.843225593,TRUE,677.3710257,4.103893626,1.2186,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
793,FALSE,mp-672334,Sr4GaCN5,Monoclinic,P2_1/c,14,44,0.009258492,-0.868677952,FALSE,754.7196377,4.420190254,1.4465,FALSE,FALSE,NM,0.0051055,,,,,,,,,,,,,,,
794,FALSE,mp-721246,Sr6CoC2N7,Orthorhombic,P2_12_12,18,32,0,-0.854916246,TRUE,562.4537598,4.172924907,0.2744,FALSE,FALSE,FM,4.0086619,,,,,,,,,,,,,,,
795,TRUE,mp-1245482,Sr7CN6,Orthorhombic,Pbcn,60,56,0.280631756,-0.50399202,FALSE,1006.220261,4.682757238,0.433,TRUE,FALSE,NM,0.0375502,,,,,,,,,,,,,,,
796,TRUE,mp-1245742,Sr11(CN5)2,Tetragonal,P4_2/mnm,136,46,0.002192954,-0.805361968,FALSE,934.8619141,4.006871889,0.5311,TRUE,FALSE,NM,0.0000599,,,,,,,,,,,,,,,
797,FALSE,mp-559113,ScH24C3S3(N3O5)3,Trigonal,R-3,148,110,0.029919121,-1.132425821,FALSE,1075.876448,1.751560171,4.3525,TRUE,FALSE,NM,0.0025163,,,,,,,,,,,,,,,
798,TRUE,mp-1029602,Sc2(CN2)3,Trigonal,R-3c,167,22,0,-0.933963272,TRUE,304.9836869,2.28659339,3.2601,FALSE,FALSE,NM,0.0029485,,,,,,,,,,,,,,,
799,FALSE,mp-1190571,YH9C5(NO4)2,Monoclinic,C2,5,25,0.114195421,-1.248486286,FALSE,263.5733266,1.978480583,4.4848,FALSE,FALSE,NM,0.0000011,,,,,,,,,,,,,,,
800,TRUE,mp-1246518,Y(C2N3)3,Orthorhombic,Cmcm,63,32,0.138942304,-0.200123834,FALSE,518.2947281,1.83920493,3.7293,FALSE,FALSE,NM,0.0030914,,,,,,,,,,,,,,,
801,FALSE,mp-709428,YH8C2S2NO9,Monoclinic,P2_1/c,14,92,0.449057915,-1.13905932,FALSE,1021.676612,2.23071604,1.4786,TRUE,FALSE,FM,3.9995109,,,,,,,,,,,,,,,
802,FALSE,mp-708135,YH16C4N9O16,Monoclinic,Cm,8,46,0.254129592,-1.032199311,FALSE,487.9446537,1.821104647,1.9535,TRUE,FALSE,NM,0.0008575,,,,,,,,,,,,,,,
803,TRUE,mp-1207969,YCoC6N6O5,Hexagonal,P6_3/m,176,38,1.333402889,0.305277842,FALSE,638.2004863,1.99795557,0.5106,FALSE,FALSE,FM,20.0008369,,,,,,,,,,,,,,,
804,FALSE,mp-1198519,LiY(CN2)2,Orthorhombic,Pbcn,60,32,0.023225658,-0.912708984,FALSE,435.3528847,2.683621608,3.7769,TRUE,FALSE,NM,0.0002127,,,,,,,,,,,,,,,
805,FALSE,mp-1201093,YH24C9(N3O4)3,Monoclinic,Cc,9,110,0.36972867,-0.647961475,FALSE,1306.021079,1.371246985,2.975,FALSE,FALSE,NM,0.0010675,,,,,,,,,,,,,,,
806,TRUE,mp-1178797,YH16C4N9O16,Monoclinic,Cm,8,46,0.227036115,-1.059292788,FALSE,484.5729625,1.833776015,1.9619,FALSE,FALSE,NM,0.0016786,,,,,,,,,,,,,,,
807,FALSE,mp-1194323,YC4NO9,Monoclinic,P2/c,13,30,0.584249942,-1.399563316,FALSE,497.9447197,1.967189912,0.4226,TRUE,FALSE,FM,8.000095,,,,,,,,,,,,,,,
808,FALSE,mp-1197598,YH6C2SNO9,Monoclinic,P2_1/c,14,80,0.035607913,-1.707333892,FALSE,802.3432993,2.55838103,3.2063,TRUE,FALSE,NM,0.0027302,,,,,,,,,,,,,,,
809,FALSE,mp-558263,YH24C9N6(ClO)3,Trigonal,R-3,148,92,0.097587828,-0.651235767,FALSE,1056.423822,1.444812804,4.6369,FALSE,FALSE,NM,0.0000517,,,,,,,,,,,,,,,
810,FALSE,mp-6353,Y2Si4CN6,Monoclinic,P2_1/c,14,52,0,-1.36053287,TRUE,607.075986,4.225552259,2.8384,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
811,FALSE,mp-546864,Y2C(NO)2,Trigonal,P-3m1,164,7,0,-2.447572785,TRUE,96.79611653,4.285916918,3.9661,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
812,FALSE,mp-558658,Y2C(NO)2,Hexagonal,P6_3/mmc,194,14,0.001494314,-2.44607847,FALSE,193.504413,4.28786204,3.9392,FALSE,FALSE,NM,0,,,,,,,,,,,,,,,
813,TRUE,mp-1029920,Y2(CN2)3,Trigonal,R-3c,167,22,0,-0.986374218,TRUE,366.1793221,2.701670954,3.9251,FALSE,FALSE,NM,0.0000425,,,,,,,,,,,,,,,
814,FALSE,mp-619775,Y7C2I12N,Triclinic,P-1,2,44,0,-1.564429127,TRUE,1605.872407,4.515086692,1.0406,FALSE,FALSE,NM,0.0027848,,,,,,,,,,,,,,,
815,TRUE,mp-1217199,TiH20C8(NF3)2,Triclinic,P1,1,37,0.35647324,-0.604679096,FALSE,366.3994284,1.387328257,1.8836,FALSE,FALSE,NM,0.0000177,,,,,,,,,,,,,,,
816,FALSE,mp-1202903,TiH19C6N3Cl2,Monoclinic,P2_1/c,14,124,0.140465639,-0.388330508,FALSE,1671.107761,1.001657474,2.4624,TRUE,FALSE,NM,0.0001813,,,,,,,,,,,,,,,
817,FALSE,mp-696940,TiH12C2(NF)6,Monoclinic,Cm,8,27,0,-1.317277222,TRUE,277.8916877,1.685173691,2.8272,FALSE,FALSE,NM,0.0003738,,,,,,,,,,,,,,,
818,TRUE,mp-1179271,TiSi2C4(NCl2)2,Monoclinic,P2_1/c,14,52,1.258310162,0.085377648,FALSE,1594.602409,1.340867963,0.46,FALSE,FALSE,FM,1.2536449,,,,,,,,,,,,,,,
819,FALSE,mp-1203619,TiH16C4(NCl3)2,Orthorhombic,Pnnm,58,58,0.054516718,-0.706164175,FALSE,802.9885602,1.459013174,2.2255,TRUE,FALSE,NM,0.0464878,,,,,,,,,,,,,,,
820,TRUE,mp-1208230,TiC2(NF)6,Monoclinic,Cm,8,15,1.34043391,-0.252739991,FALSE,222.8848806,2.010953255,0.4574,FALSE,FALSE,FM,7.9999754,,,,,,,,,,,,,,,
821,TRUE,mp-1179366,TiSiC7NCl3,Monoclinic,P2_1/c,14,52,1.481522482,0.650900648,FALSE,1309.51157,1.422220947,0.1657,FALSE,FALSE,NM,0.0007587,,,,,,,,,,,,,,,
822,FALSE,mp-1203989,TiAsH18C6N3Cl4,Monoclinic,P2_1/c,14,132,0.162925819,-0.444458365,FALSE,1746.711625,1.509002604,1.9546,FALSE,FALSE,NM,0.0000673,,,,,,,,,,,,,,,
823,FALSE,mp-1203146,TiSi3H30C10(N2Cl)2,Triclinic,P-1,2,100,0.105392771,-0.391627536,FALSE,1257.600558,1.081149623,1.7889,FALSE,FALSE,NM,0.0000039,,,,,,,,,,,,,,,
824,FALSE,mp-709069,Ti2P4H9C2NO16,Monoclinic,P2_1/c,14,136,0.038636273,-2.018914478,FALSE,1424.874478,2.436692766,2.4609,FALSE,FALSE,NM,0.018407,,,,,,,,,,,,,,,
825,FALSE,mp-707343,ZrH12C2(NF)6,Triclinic,P-1,2,54,0,-1.355586184,TRUE,585.2502087,1.846361592,4.3987,FALSE,FALSE,NM,0.0001387,,,,,,,,,,,,,,,
826,FALSE,mp-722270,ZrH7CN4F5,Orthorhombic,Pnma,62,72,0.054799791,-1.558267001,FALSE,777.939217,2.231094424,4.319,FALSE,FALSE,NM,0.0010453,,,,,,,,,,,,,,,
827,FALSE,mp-569292,ZrCuH8C2NCl6,Monoclinic,P2_1/c,14,76,0.019739563,-0.960963541,FALSE,1245.459503,2.205660206,1.8752,TRUE,FALSE,NM,0.0090158,,,,,,,,,,,,,,,
828,FALSE,mp-1203669,ZrH24C8(NF3)2,Trigonal,R-3,148,41,0.09086545,-0.832070105,FALSE,442.8055714,1.325654431,6.552,FALSE,FALSE,NM,0.0006001,,,,,,,,,,,,,,,
829,FALSE,mp-722263,ZrH14C2(N4F3)2,Monoclinic,P2_1/c,14,62,0.065367685,-1.151906907,FALSE,608.2556515,1.940488492,4.6251,FALSE,FALSE,NM,0.0006683,,,,,,,,,,,,,,,
830,FALSE,mp-1195791,ZrH32C10IN5,Orthorhombic,Pbca,61,392,0.121362642,-0.253929112,FALSE,4343.20339,1.347403137,3.1279,TRUE,FALSE,NM,0,,,,,,,,,,,,,,,
831,FALSE,mp-738726,ZrH16C5N2O3F4,Orthorhombic,Aea2,41,124,0.135151812,-1.076305389,FALSE,1260.682831,1.682873312,3.7171,FALSE,FALSE,NM,0.0080728,,,,,,,,,,,,,,,
832,FALSE,mp-738680,ZrH27C8N2Cl5O2,Orthorhombic,P2_12_12_1,19,180,0.088745023,-0.606742662,FALSE,2126.212062,1.411399217,3.926,FALSE,FALSE,NM,0.0003181,,,,,,,,,,,,,,,
833,FALSE,mp-600208,ZrH36C16(NO4)4,Monoclinic,P2_1,4,146,0.154118381,-0.811844152,FALSE,1424.454127,1.472788188,3.7627,FALSE,FALSE,NM,0.0000662,,,,,,,,,,,,,,,
834,FALSE,mp-1189427,ZrC8(NCl3)2,Cubic,Fm-3m,225,17,2.42020836,1.649739021,FALSE,342.7426836,2.073797156,0.1198,TRUE,FALSE,NM,0.0026511,,,,,,,,,,,,,,,
835,TRUE,mp-1100919,VP2H13CN3O11,Monoclinic,C2/c,15,124,0.049412962,-1.465537833,FALSE,1190.032249,1.987103169,2.8281,FALSE,FALSE,FM,4.0002877,,,,,,,,,,,,,,,
836,FALSE,mp-735041,AlVP2CNO9,Triclinic,P-1,2,30,0.384107959,-2.121406736,FALSE,481.2011632,2.138698493,0.3904,FALSE,FALSE,FM,2.0042768,,,,,,,,,,,,,,,
837,FALSE,mp-600200,V3H6CNO7,Monoclinic,P2_1/c,14,72,0.152552954,-1.50301581,FALSE,848.8801236,2.323012127,1.7872,FALSE,FALSE,FM,8.0000794,,,,,,,,,,,,,,,
838,FALSE,mp-1247806,VH6CNO3,Orthorhombic,Pna2_1,33,192,0.153501397,-1.028946776,FALSE,2031.938008,1.712953745,2.9104,FALSE,FALSE,NM,0.1919509,,,,,,,,,,,,,,,
839,FALSE,mp-1195565,V2CuH14C2N2(OF2)4,Triclinic,P-1,2,33,0.128753187,-1.473498294,FALSE,316.740045,2.346373692,0.821,FALSE,FALSE,FM,3.0036812,,,,,,,,,,,,,,,
840,FALSE,mp-1202853,V7C2(NO8)2,Triclinic,P-1,2,54,0.323530694,-1.848129209,FALSE,786.0224759,2.808113936,1.1224,FALSE,FALSE,FM,6.0374438,,,,,,,,,,,,,,,
841,FALSE,mp-735184,AlVP2C2N2O9,Monoclinic,P2_1/c,14,68,0.256635093,-1.954113167,FALSE,1002.134038,2.226348929,2.7338,FALSE,FALSE,NM,0.0521463,,,,,,,,,,,,,,,
842,FALSE,mp-720829,VH8C2N2O6F,Monoclinic,P2_1/c,14,80,0.090036503,-1.296693967,FALSE,797.3722169,1.882881366,3.1362,TRUE,FALSE,NM,0.0000004,,,,,,,,,,,,,,,
